label,review_text,total_words,total_characters,total_stopwords,total_punctuations,total_uppercases,tokens
1,upon first inspect sofitel chicago water tower look like excel place spend day heart downtown chicago appear certainli deceiv best sum sofitel noth fanci holiday inn certainli show hotel part chain even intern one custom servic poor unless look like tip someon furnitur throughout establish look feel like cane ikea room dirti first walk air feel stale view certainli crack none worth luxuri price even worthi luxuri name certainli stay,134,739,30,20,17,"['upon', 'first', 'inspect', 'sofitel', 'chicago', 'water', 'tower', 'look', 'like', 'excel', 'place', 'spend', 'day', 'heart', 'downtown', 'chicago', 'appear', 'certainli', 'deceiv', 'best', 'sum', 'sofitel', 'noth', 'fanci', 'holiday', 'inn', 'certainli', 'show', 'hotel', 'part', 'chain', 'even', 'intern', 'one', 'custom', 'servic', 'poor', 'unless', 'look', 'like', 'tip', 'someon', 'furnitur', 'throughout', 'establish', 'look', 'feel', 'like', 'cane', 'ikea', 'room', 'dirti', 'first', 'walk', 'air', 'feel', 'stale', 'view', 'certainli', 'crack', 'none', 'worth', 'luxuri', 'price', 'even', 'worthi', 'luxuri', 'name', 'certainli', 'stay']"
1,wish express dissatisfact stay sofitel chicago water tower husband plan trip chicago tenth wed anniversari gone great expens fli parent california could time grandchildren husband gone honeymoon got deploy iraq week got marri everyon excit mark reserv one junior suit gone chicago tourist look forward view offer unfortun got room view disappoint request non smoke room assign one obviou us someon smoke asthmat becam ill ask move anoth room told room even downgrad avail noth done tri make health husband check within hour arriv romant anniversari weekend imagin spend special time think th anniversari alway memori tarnish,226,1223,46,26,30,"['wish', 'express', 'dissatisfact', 'stay', 'sofitel', 'chicago', 'water', 'tower', 'husband', 'plan', 'trip', 'chicago', 'tenth', 'wed', 'anniversari', 'gone', 'great', 'expens', 'fli', 'parent', 'california', 'could', 'time', 'grandchildren', 'husband', 'gone', 'honeymoon', 'got', 'deploy', 'iraq', 'week', 'got', 'marri', 'everyon', 'excit', 'mark', 'reserv', 'one', 'junior', 'suit', 'gone', 'chicago', 'tourist', 'look', 'forward', 'view', 'offer', 'unfortun', 'got', 'room', 'view', 'disappoint', 'request', 'non', 'smoke', 'room', 'assign', 'one', 'obviou', 'us', 'someon', 'smoke', 'asthmat', 'becam', 'ill', 'ask', 'move', 'anoth', 'room', 'told', 'room', 'even', 'downgrad', 'avail', 'noth', 'done', 'tri', 'make', 'health', 'husband', 'check', 'within', 'hour', 'arriv', 'romant', 'anniversari', 'weekend', 'imagin', 'spend', 'special', 'time', 'think', 'th', 'anniversari', 'alway', 'memori', 'tarnish']"
1,stay wife visit famili chicago decid stay jame stay jame new york happili came good expect mistak room look noth like one pictur websit bathroom dirti bed furnitur dishevel also musti odor room call front desk complain quit rude end leav stay differ hotel durat stay,99,521,18,10,27,"['stay', 'wife', 'visit', 'famili', 'chicago', 'decid', 'stay', 'jame', 'stay', 'jame', 'new', 'york', 'happili', 'came', 'good', 'expect', 'mistak', 'room', 'look', 'noth', 'like', 'one', 'pictur', 'websit', 'bathroom', 'dirti', 'bed', 'furnitur', 'dishevel', 'also', 'musti', 'odor', 'room', 'call', 'front', 'desk', 'complain', 'quit', 'rude', 'end', 'leav', 'stay', 'differ', 'hotel', 'durat', 'stay']"
1,famili stay hotel walk lobbi expect good experi made way counter greet realli knew may bad experi custom servic person rude wait minut got room look like someon check high chair request still spot food rest room water counter littl toilet paper got settl went dine room supper disappoint servic food qualiti price paid luckili stay one day one day almost long,138,692,29,11,24,"['famili', 'stay', 'hotel', 'walk', 'lobbi', 'expect', 'good', 'experi', 'made', 'way', 'counter', 'greet', 'realli', 'knew', 'may', 'bad', 'experi', 'custom', 'servic', 'person', 'rude', 'wait', 'minut', 'got', 'room', 'look', 'like', 'someon', 'check', 'high', 'chair', 'request', 'still', 'spot', 'food', 'rest', 'room', 'water', 'counter', 'littl', 'toilet', 'paper', 'got', 'settl', 'went', 'dine', 'room', 'supper', 'disappoint', 'servic', 'food', 'qualiti', 'price', 'paid', 'luckili', 'stay', 'one', 'day', 'one', 'day', 'almost', 'long']"
1,recent stay sofitel hotel chicago water tower quit disappoint excit great locat east chestnut street downtown mediocr hotel price per night tax view room top park garag dumpster ye view downtown distanc pretti disappoint bed seem polyest luxuri cotton mani lower level hotel featur late order room servic thursday night wait minut minut longer quot order salad thought lettuc bit limp sit long overal disappoint overpr stay sofitel chicago water tower,152,829,28,28,27,"['recent', 'stay', 'sofitel', 'hotel', 'chicago', 'water', 'tower', 'quit', 'disappoint', 'excit', 'great', 'locat', 'east', 'chestnut', 'street', 'downtown', 'mediocr', 'hotel', 'price', 'per', 'night', 'tax', 'view', 'room', 'top', 'park', 'garag', 'dumpster', 'ye', 'view', 'downtown', 'distanc', 'pretti', 'disappoint', 'bed', 'seem', 'polyest', 'luxuri', 'cotton', 'mani', 'lower', 'level', 'hotel', 'featur', 'late', 'order', 'room', 'servic', 'thursday', 'night', 'wait', 'minut', 'minut', 'longer', 'quot', 'order', 'salad', 'thought', 'lettuc', 'bit', 'limp', 'sit', 'long', 'overal', 'disappoint', 'overpr', 'stay', 'sofitel', 'chicago', 'water', 'tower']"
1,stay monaco chicago back april town busi hotel recommend friend mine spent weekend idea friend talk complimentari morn coffe weak fit room dimli lit thought cloth mail back use suppos overnight laundri servic suit spill wine room adequ nowher near seen elsewher price point recent renov must slang everyth stiff smell industri adhes mattress room incred firm slept poorli travel expect experi similar better experi home hotel receiv excel servic comfort accomod except usual back anytim soon,161,902,28,27,24,"['stay', 'monaco', 'chicago', 'back', 'april', 'town', 'busi', 'hotel', 'recommend', 'friend', 'mine', 'spent', 'weekend', 'idea', 'friend', 'talk', 'complimentari', 'morn', 'coffe', 'weak', 'fit', 'room', 'dimli', 'lit', 'thought', 'cloth', 'mail', 'back', 'use', 'suppos', 'overnight', 'laundri', 'servic', 'suit', 'spill', 'wine', 'room', 'adequ', 'nowher', 'near', 'seen', 'elsewher', 'price', 'point', 'recent', 'renov', 'must', 'slang', 'everyth', 'stiff', 'smell', 'industri', 'adhes', 'mattress', 'room', 'incred', 'firm', 'slept', 'poorli', 'travel', 'expect', 'experi', 'similar', 'better', 'experi', 'home', 'hotel', 'receiv', 'excel', 'servic', 'comfort', 'accomod', 'except', 'usual', 'back', 'anytim', 'soon']"
1,busi associ job chicago want stay somewher featur research onlin came across hotel moncaco decid stay night arriv notic busi part citi bright light staff upstiff offer much hospit room view citi light kept room bright even curtain close bed appear soft offer much comfort paid expect,103,545,23,14,11,"['busi', 'associ', 'job', 'chicago', 'want', 'stay', 'somewher', 'featur', 'research', 'onlin', 'came', 'across', 'hotel', 'moncaco', 'decid', 'stay', 'night', 'arriv', 'notic', 'busi', 'part', 'citi', 'bright', 'light', 'staff', 'upstiff', 'offer', 'much', 'hospit', 'room', 'view', 'citi', 'light', 'kept', 'room', 'bright', 'even', 'curtain', 'close', 'bed', 'appear', 'soft', 'offer', 'much', 'comfort', 'paid', 'expect']"
1,realli wish could say like hotel whole experi plain aw first warn sign made reserv person spoke place reserv absolut idea first tri book wrong hotel final got sort hotel actual want book wrong date read right date call back two day later confirm found given wrong date hilton get fix alreadi bad feel stay came actual stay hotel peopl check desk downright rude room suppos non smoke room room smell strongli cigarett smoke hotel staff refus believ let chang room one smell cigarett howev might well stay first room short towel took four call period hour front desk get sheet chang made obviou crumb fresh stain litter ye abl get fresh sheet like towel took sever hour deliv sinc pet friendli hotel lucki got stuck room next room fill yappi littl dog wall paper thin could hear night bark complain staff refus believ said wall room thick abl hear anyth next door yeah right excit use pool like room clean recent tri fit center half equip broken tri cut stay short cours hotel work even refus comp stay gross deal never stay hilton sure let everyon know nightmar stay,408,2092,51,56,43,"['realli', 'wish', 'could', 'say', 'like', 'hotel', 'whole', 'experi', 'plain', 'aw', 'first', 'warn', 'sign', 'made', 'reserv', 'person', 'spoke', 'place', 'reserv', 'absolut', 'idea', 'first', 'tri', 'book', 'wrong', 'hotel', 'final', 'got', 'sort', 'hotel', 'actual', 'want', 'book', 'wrong', 'date', 'read', 'right', 'date', 'call', 'back', 'two', 'day', 'later', 'confirm', 'found', 'given', 'wrong', 'date', 'hilton', 'get', 'fix', 'alreadi', 'bad', 'feel', 'stay', 'came', 'actual', 'stay', 'hotel', 'peopl', 'check', 'desk', 'downright', 'rude', 'room', 'suppos', 'non', 'smoke', 'room', 'room', 'smell', 'strongli', 'cigarett', 'smoke', 'hotel', 'staff', 'refus', 'believ', 'let', 'chang', 'room', 'one', 'smell', 'cigarett', 'howev', 'might', 'well', 'stay', 'first', 'room', 'short', 'towel', 'took', 'four', 'call', 'period', 'hour', 'front', 'desk', 'get', 'sheet', 'chang', 'made', 'obviou', 'crumb', 'fresh', 'stain', 'litter', 'ye', 'abl', 'get', 'fresh', 'sheet', 'like', 'towel', 'took', 'sever', 'hour', 'deliv', 'sinc', 'pet', 'friendli', 'hotel', 'lucki', 'got', 'stuck', 'room', 'next', 'room', 'fill', 'yappi', 'littl', 'dog', 'wall', 'paper', 'thin', 'could', 'hear', 'night', 'bark', 'complain', 'staff', 'refus', 'believ', 'said', 'wall', 'room', 'thick', 'abl', 'hear', 'anyth', 'next', 'door', 'yeah', 'right', 'excit', 'use', 'pool', 'like', 'room', 'clean', 'recent', 'tri', 'fit', 'center', 'half', 'equip', 'broken', 'tri', 'cut', 'stay', 'short', 'cours', 'hotel', 'work', 'even', 'refus', 'comp', 'stay', 'gross', 'deal', 'never', 'stay', 'hilton', 'sure', 'let', 'everyon', 'know', 'nightmar', 'stay']"
1,disappoint stay jame strict gluten free diet told hotel restaur could accomod need time sat meal would explain dietari need waiter time end send plate back gluten item includ wife sleep apnea made reserv made sure ask room avail outlet near bed could plug cpap machin assur problem howev arriv hotel request room chang outlet near bed wait lobbi sometim room move yet finish benig clean overal entir horrif stay expect hotel suppos calib next time visit chicago stay anoth hotel,182,927,40,18,24,"['disappoint', 'stay', 'jame', 'strict', 'gluten', 'free', 'diet', 'told', 'hotel', 'restaur', 'could', 'accomod', 'need', 'time', 'sat', 'meal', 'would', 'explain', 'dietari', 'need', 'waiter', 'time', 'end', 'send', 'plate', 'back', 'gluten', 'item', 'includ', 'wife', 'sleep', 'apnea', 'made', 'reserv', 'made', 'sure', 'ask', 'room', 'avail', 'outlet', 'near', 'bed', 'could', 'plug', 'cpap', 'machin', 'assur', 'problem', 'howev', 'arriv', 'hotel', 'request', 'room', 'chang', 'outlet', 'near', 'bed', 'wait', 'lobbi', 'sometim', 'room', 'move', 'yet', 'finish', 'benig', 'clean', 'overal', 'entir', 'horrif', 'stay', 'expect', 'hotel', 'suppos', 'calib', 'next', 'time', 'visit', 'chicago', 'stay', 'anoth', 'hotel']"
1,made regular busi trip chicago decid stay hotel monaco chicago sinc fairli new friend stay lobbi quit small surpris name like monaco matter fact found furnish quit drab boy took luggag show suit two room spaciou would like entertain room bedroom standard televis imagin expect h ordinari cabl night would expect inch set bath ordinari noth special bed big king view take lake unfortun magic mile well starv time eat restaur well appoint hope food good order lamb chop potato au gratin mint sauc fair hope rest trip si better accomad would give hotel two half would return,198,1023,29,34,36,"['made', 'regular', 'busi', 'trip', 'chicago', 'decid', 'stay', 'hotel', 'monaco', 'chicago', 'sinc', 'fairli', 'new', 'friend', 'stay', 'lobbi', 'quit', 'small', 'surpris', 'name', 'like', 'monaco', 'matter', 'fact', 'found', 'furnish', 'quit', 'drab', 'boy', 'took', 'luggag', 'show', 'suit', 'two', 'room', 'spaciou', 'would', 'like', 'entertain', 'room', 'bedroom', 'standard', 'televis', 'imagin', 'expect', 'h', 'ordinari', 'cabl', 'night', 'would', 'expect', 'inch', 'set', 'bath', 'ordinari', 'noth', 'special', 'bed', 'big', 'king', 'view', 'take', 'lake', 'unfortun', 'magic', 'mile', 'well', 'starv', 'time', 'eat', 'restaur', 'well', 'appoint', 'hope', 'food', 'good', 'order', 'lamb', 'chop', 'potato', 'au', 'gratin', 'mint', 'sauc', 'fair', 'hope', 'rest', 'trip', 'si', 'better', 'accomad', 'would', 'give', 'hotel', 'two', 'half', 'would', 'return']"
1,jame chicago stuffi uninvit hotel look comfort home stay room like boardroom bedroom definit child friendli hotel restaur site also modern scream pretenti would vacat especi children afraid touch anyth whole hotel,65,388,18,12,9,"['jame', 'chicago', 'stuffi', 'uninvit', 'hotel', 'look', 'comfort', 'home', 'stay', 'room', 'like', 'boardroom', 'bedroom', 'definit', 'child', 'friendli', 'hotel', 'restaur', 'site', 'also', 'modern', 'scream', 'pretenti', 'would', 'vacat', 'especi', 'children', 'afraid', 'touch', 'anyth', 'whole', 'hotel']"
1,book room hilton chicago two night stay weekend upon arriv reserv could found even provid hotel confirm number still avail fortun anoth reserv shown space avail us settl room night long flight bad odor come bathroom appar clean solut use taint clean arriv needless say poor experi one night hesit ever stay hotel let alon hilton around pleas consid someplac els hilton chicago,129,736,33,18,17,"['book', 'room', 'hilton', 'chicago', 'two', 'night', 'stay', 'weekend', 'upon', 'arriv', 'reserv', 'could', 'found', 'even', 'provid', 'hotel', 'confirm', 'number', 'still', 'avail', 'fortun', 'anoth', 'reserv', 'shown', 'space', 'avail', 'us', 'settl', 'room', 'night', 'long', 'flight', 'bad', 'odor', 'come', 'bathroom', 'appar', 'clean', 'solut', 'use', 'taint', 'clean', 'arriv', 'needless', 'say', 'poor', 'experi', 'one', 'night', 'hesit', 'ever', 'stay', 'hotel', 'let', 'alon', 'hilton', 'around', 'pleas', 'consid', 'someplac', 'els', 'hilton', 'chicago']"
1,staff jame chicago hotel seem determin make stay horribl one enter establish check ignor clerk let half dozen peopl front even acknowledg think room servic would better relax room wait food time reach room cold wrong order disgust went pool find close mainten restaur hotel recommend one star none regular channel tv bad stay jame hotel chicago,121,628,20,15,20,"['staff', 'jame', 'chicago', 'hotel', 'seem', 'determin', 'make', 'stay', 'horribl', 'one', 'enter', 'establish', 'check', 'ignor', 'clerk', 'let', 'half', 'dozen', 'peopl', 'front', 'even', 'acknowledg', 'think', 'room', 'servic', 'would', 'better', 'relax', 'room', 'wait', 'food', 'time', 'reach', 'room', 'cold', 'wrong', 'order', 'disgust', 'went', 'pool', 'find', 'close', 'mainten', 'restaur', 'hotel', 'recommend', 'one', 'star', 'none', 'regular', 'channel', 'tv', 'bad', 'stay', 'jame', 'hotel', 'chicago']"
1,busi trip come chicago want stay someplac realli nice caus never made reserv jame two week advanc safe side arriv record big deal right said would take care get room right away two hour later still sit lobbi final get room tri relax everyth nice decid take shower went bathroom towel wash cloth noth call front desk ask hour later someon came one mayb realli busi final get shower handl broken went front desk ask new room start impli broke said everyth fine room earlier day must done someth leav hotel easiest decis made whole trip two thumb,202,1022,31,32,31,"['busi', 'trip', 'come', 'chicago', 'want', 'stay', 'someplac', 'realli', 'nice', 'caus', 'never', 'made', 'reserv', 'jame', 'two', 'week', 'advanc', 'safe', 'side', 'arriv', 'record', 'big', 'deal', 'right', 'said', 'would', 'take', 'care', 'get', 'room', 'right', 'away', 'two', 'hour', 'later', 'still', 'sit', 'lobbi', 'final', 'get', 'room', 'tri', 'relax', 'everyth', 'nice', 'decid', 'take', 'shower', 'went', 'bathroom', 'towel', 'wash', 'cloth', 'noth', 'call', 'front', 'desk', 'ask', 'hour', 'later', 'someon', 'came', 'one', 'mayb', 'realli', 'busi', 'final', 'get', 'shower', 'handl', 'broken', 'went', 'front', 'desk', 'ask', 'new', 'room', 'start', 'impli', 'broke', 'said', 'everyth', 'fine', 'room', 'earlier', 'day', 'must', 'done', 'someth', 'leav', 'hotel', 'easiest', 'decis', 'made', 'whole', 'trip', 'two', 'thumb']"
1,stay sofitel definit expect staff less nice wait sever minut notic first reserv could found provid spare room hotel fairli neat howev got room onto bed found bed noisi sit made squeak nois unpleas immedi call front desk inform concern told go back downstair settl thing got downstair provid anoth room number howev wait half hour anoth room clean prepar well review hotel highli disappoint amount time spend get settl room,153,809,31,19,17,"['stay', 'sofitel', 'definit', 'expect', 'staff', 'less', 'nice', 'wait', 'sever', 'minut', 'notic', 'first', 'reserv', 'could', 'found', 'provid', 'spare', 'room', 'hotel', 'fairli', 'neat', 'howev', 'got', 'room', 'onto', 'bed', 'found', 'bed', 'noisi', 'sit', 'made', 'squeak', 'nois', 'unpleas', 'immedi', 'call', 'front', 'desk', 'inform', 'concern', 'told', 'go', 'back', 'downstair', 'settl', 'thing', 'got', 'downstair', 'provid', 'anoth', 'room', 'number', 'howev', 'wait', 'half', 'hour', 'anoth', 'room', 'clean', 'prepar', 'well', 'review', 'hotel', 'highli', 'disappoint', 'amount', 'time', 'spend', 'get', 'settl', 'room']"
1,hotel sofitel chicago water tower bill star luxuri hotel luxuri evid eye behold fill trite modern art modular cheap look furnitur look straight latest ikea catalogu floor hunk glass one ugliest hotel ever seen urban chic design equal comfort seat bed furnitur made design floor actual use room servic expens slow food eventu get mediocr qualiti flavor hotel featur two bar cafe de architect bar simpli name le bar cutesi french name trendi modern outfit good hotel bar make excel servic fair price friendli compet staff make bar great none find either bar cafe de architect also restaur offer season menu featur contemporari cuisin french root mean small portion larg price question qualiti even old standbi filet mignon stand reput come littl dri hunk meat rather succul steak pass one look comfort enjoy stay downtown chicago water tower dri,227,1318,35,35,29,"['hotel', 'sofitel', 'chicago', 'water', 'tower', 'bill', 'star', 'luxuri', 'hotel', 'luxuri', 'evid', 'eye', 'behold', 'fill', 'trite', 'modern', 'art', 'modular', 'cheap', 'look', 'furnitur', 'look', 'straight', 'latest', 'ikea', 'catalogu', 'floor', 'hunk', 'glass', 'one', 'ugliest', 'hotel', 'ever', 'seen', 'urban', 'chic', 'design', 'equal', 'comfort', 'seat', 'bed', 'furnitur', 'made', 'design', 'floor', 'actual', 'use', 'room', 'servic', 'expens', 'slow', 'food', 'eventu', 'get', 'mediocr', 'qualiti', 'flavor', 'hotel', 'featur', 'two', 'bar', 'cafe', 'de', 'architect', 'bar', 'simpli', 'name', 'le', 'bar', 'cutesi', 'french', 'name', 'trendi', 'modern', 'outfit', 'good', 'hotel', 'bar', 'make', 'excel', 'servic', 'fair', 'price', 'friendli', 'compet', 'staff', 'make', 'bar', 'great', 'none', 'find', 'either', 'bar', 'cafe', 'de', 'architect', 'also', 'restaur', 'offer', 'season', 'menu', 'featur', 'contemporari', 'cuisin', 'french', 'root', 'mean', 'small', 'portion', 'larg', 'price', 'question', 'qualiti', 'even', 'old', 'standbi', 'filet', 'mignon', 'stand', 'reput', 'come', 'littl', 'dri', 'hunk', 'meat', 'rather', 'succul', 'steak', 'pass', 'one', 'look', 'comfort', 'enjoy', 'stay', 'downtown', 'chicago', 'water', 'tower', 'dri']"
1,jame chicago would one worst hotel ever life even though notic design place extrem artist servic qualiti hotel condit horribl gave room blanket dirti look use moment ago figur hotel busi start notic furnitur came cost servic televis work extrem disapoint especi come rigor day work want relax sadli settl work instead fritter time note got next disapoint wifi bust absolut noth stare furnitur stare wall never go jame hotel ever,157,832,32,13,16,"['jame', 'chicago', 'would', 'one', 'worst', 'hotel', 'ever', 'life', 'even', 'though', 'notic', 'design', 'place', 'extrem', 'artist', 'servic', 'qualiti', 'hotel', 'condit', 'horribl', 'gave', 'room', 'blanket', 'dirti', 'look', 'use', 'moment', 'ago', 'figur', 'hotel', 'busi', 'start', 'notic', 'furnitur', 'came', 'cost', 'servic', 'televis', 'work', 'extrem', 'disapoint', 'especi', 'come', 'rigor', 'day', 'work', 'want', 'relax', 'sadli', 'settl', 'work', 'instead', 'fritter', 'time', 'note', 'got', 'next', 'disapoint', 'wifi', 'bust', 'absolut', 'noth', 'stare', 'furnitur', 'stare', 'wall', 'never', 'go', 'jame', 'hotel', 'ever']"
1,hotel one better one stay room seemingli nice first stay day seem like clean staff never came clean sheet three day call request chang also wall seem paper thin hear go adjac room interf sleep ate primehous restaur also ask well done steak steak still pretti pink insid lack flavor definit hotel would recommend anyon,121,620,29,11,8,"['hotel', 'one', 'better', 'one', 'stay', 'room', 'seemingli', 'nice', 'first', 'stay', 'day', 'seem', 'like', 'clean', 'staff', 'never', 'came', 'clean', 'sheet', 'three', 'day', 'call', 'request', 'chang', 'also', 'wall', 'seem', 'paper', 'thin', 'hear', 'go', 'adjac', 'room', 'interf', 'sleep', 'ate', 'primehous', 'restaur', 'also', 'ask', 'well', 'done', 'steak', 'steak', 'still', 'pretti', 'pink', 'insid', 'lack', 'flavor', 'definit', 'hotel', 'would', 'recommend', 'anyon']"
1,sofitel chicago water tower downtown area advertis four star luxuri hotel howev modern architectur conveni locat seem reliabl perk room servic avail hour day offer limit varieti item often letharg servic two bar locat premis appeal first insid patron receiv qualiti servic expect complet absenc privaci kind guest room rel spaciou clean lack adequ toiletri person item interfer guest routin obtain addit towel groom product much difficult travel search relax hassl free experi reliabl custom servic book room probabl viabl option,149,882,27,18,12,"['sofitel', 'chicago', 'water', 'tower', 'downtown', 'area', 'advertis', 'four', 'star', 'luxuri', 'hotel', 'howev', 'modern', 'architectur', 'conveni', 'locat', 'seem', 'reliabl', 'perk', 'room', 'servic', 'avail', 'hour', 'day', 'offer', 'limit', 'varieti', 'item', 'often', 'letharg', 'servic', 'two', 'bar', 'locat', 'premis', 'appeal', 'first', 'insid', 'patron', 'receiv', 'qualiti', 'servic', 'expect', 'complet', 'absenc', 'privaci', 'kind', 'guest', 'room', 'rel', 'spaciou', 'clean', 'lack', 'adequ', 'toiletri', 'person', 'item', 'interfer', 'guest', 'routin', 'obtain', 'addit', 'towel', 'groom', 'product', 'much', 'difficult', 'travel', 'search', 'relax', 'hassl', 'free', 'experi', 'reliabl', 'custom', 'servic', 'book', 'room', 'probabl', 'viabl', 'option']"
1,stay hotel like jame price point expect certain level qualiti pay well dollar room think unreason expect qualiti room also certain level standard servic perhap hotel renam lebron jame much class twice pretenti hand babi powder thrown face would refresh break level servic receiv lebron jame night hell began clerk bellboy whatev front desk fake assum intend british accent end unholi meld australian new england british accent make fanci skill made way past mr belveder room disappoint size unusu small also faint scent cigarett strong one could definit smell smoke accept sleep deep throb sound began eman wall sound technic mechan like air conditin malfunct despit mani reassur front desk throb continu throughout night demand man front desk come rectifi situat immedi could tell never came,260,1425,44,38,37,"['stay', 'hotel', 'like', 'jame', 'price', 'point', 'expect', 'certain', 'level', 'qualiti', 'pay', 'well', 'dollar', 'room', 'think', 'unreason', 'expect', 'qualiti', 'room', 'also', 'certain', 'level', 'standard', 'servic', 'perhap', 'hotel', 'renam', 'lebron', 'jame', 'much', 'class', 'twice', 'pretenti', 'hand', 'babi', 'powder', 'thrown', 'face', 'would', 'refresh', 'break', 'level', 'servic', 'receiv', 'lebron', 'jame', 'night', 'hell', 'began', 'clerk', 'bellboy', 'whatev', 'front', 'desk', 'fake', 'assum', 'intend', 'british', 'accent', 'end', 'unholi', 'meld', 'australian', 'new', 'england', 'british', 'accent', 'make', 'fanci', 'skill', 'made', 'way', 'past', 'mr', 'belveder', 'room', 'disappoint', 'size', 'unusu', 'small', 'also', 'faint', 'scent', 'cigarett', 'strong', 'one', 'could', 'definit', 'smell', 'smoke', 'accept', 'sleep', 'deep', 'throb', 'sound', 'began', 'eman', 'wall', 'sound', 'technic', 'mechan', 'like', 'air', 'conditin', 'malfunct', 'despit', 'mani', 'reassur', 'front', 'desk', 'throb', 'continu', 'throughout', 'night', 'demand', 'man', 'front', 'desk', 'come', 'rectifi', 'situat', 'immedi', 'could', 'tell', 'never', 'came']"
1,travel chicago stay sofitel chestnut street though hotel beauti comfort advertis suggest servic sever lack arriv late night one peac dreami night sleep woke dawn reserv room one lower floor unawar construct happen area complain inform construct request anoth room complaint total disregard told room whole hotel avail explain nois bothersom treat rude woman front desk actual ask thought could make worker stop understand staff control nois howev know construct inform time book inform would sway decis treat rude bring attent stay,181,1026,36,16,26,"['travel', 'chicago', 'stay', 'sofitel', 'chestnut', 'street', 'though', 'hotel', 'beauti', 'comfort', 'advertis', 'suggest', 'servic', 'sever', 'lack', 'arriv', 'late', 'night', 'one', 'peac', 'dreami', 'night', 'sleep', 'woke', 'dawn', 'reserv', 'room', 'one', 'lower', 'floor', 'unawar', 'construct', 'happen', 'area', 'complain', 'inform', 'construct', 'request', 'anoth', 'room', 'complaint', 'total', 'disregard', 'told', 'room', 'whole', 'hotel', 'avail', 'explain', 'nois', 'bothersom', 'treat', 'rude', 'woman', 'front', 'desk', 'actual', 'ask', 'thought', 'could', 'make', 'worker', 'stop', 'understand', 'staff', 'control', 'nois', 'howev', 'know', 'construct', 'inform', 'time', 'book', 'inform', 'would', 'sway', 'decis', 'treat', 'rude', 'bring', 'attent', 'stay']"
1,travel hotel famili vacat chose hotel pet friendli upon arriv smell pet friendli dog greet attack dog constant bark throughout night breakfast found hair egg would recommend hotel,57,318,18,7,7,"['travel', 'hotel', 'famili', 'vacat', 'chose', 'hotel', 'pet', 'friendli', 'upon', 'arriv', 'smell', 'pet', 'friendli', 'dog', 'greet', 'attack', 'dog', 'constant', 'bark', 'throughout', 'night', 'breakfast', 'found', 'hair', 'egg', 'would', 'recommend', 'hotel']"
1,made reserv softiel chicago expect ultim luxuri softiel fail deliv everyth ok spend money qualiti hotel ok want ok check day inn first problem reserv ask room near top floor room actual fifth floor desk clerk less help fix eventu got fix certainli feel like valu guest process later went ask direct inform desk clerk cold abrupt us room quit nice shower deliv adequ water pressur second day stay housekeep refil soap coffe also fail empti one wastebasket minor know pay luxuri experi kind expect luxuri hotel nice staff realli deliv would stay get nice clean room laquinta price staff much help,221,1155,40,28,31,"['made', 'reserv', 'softiel', 'chicago', 'expect', 'ultim', 'luxuri', 'softiel', 'fail', 'deliv', 'everyth', 'ok', 'spend', 'money', 'qualiti', 'hotel', 'ok', 'want', 'ok', 'check', 'day', 'inn', 'first', 'problem', 'reserv', 'ask', 'room', 'near', 'top', 'floor', 'room', 'actual', 'fifth', 'floor', 'desk', 'clerk', 'less', 'help', 'fix', 'eventu', 'got', 'fix', 'certainli', 'feel', 'like', 'valu', 'guest', 'process', 'later', 'went', 'ask', 'direct', 'inform', 'desk', 'clerk', 'cold', 'abrupt', 'us', 'room', 'quit', 'nice', 'shower', 'deliv', 'adequ', 'water', 'pressur', 'second', 'day', 'stay', 'housekeep', 'refil', 'soap', 'coffe', 'also', 'fail', 'empti', 'one', 'wastebasket', 'minor', 'know', 'pay', 'luxuri', 'experi', 'kind', 'expect', 'luxuri', 'hotel', 'nice', 'staff', 'realli', 'deliv', 'would', 'stay', 'get', 'nice', 'clean', 'room', 'laquinta', 'price', 'staff', 'much', 'help']"
1,hotel monaco hotel say charact found decor tacki hard time relax room design clash color contemporari furnitur found fact member kimpton reward club get free wi fi access annoy least pet friendli polici room smell like wet dog canin guest hall kept us night howl perhap dog would howl less hour room servic faster wait hour half order mean get dinner want pm midnight would stay view locat great money better place stay chicago,151,791,34,23,12,"['hotel', 'monaco', 'hotel', 'say', 'charact', 'found', 'decor', 'tacki', 'hard', 'time', 'relax', 'room', 'design', 'clash', 'color', 'contemporari', 'furnitur', 'found', 'fact', 'member', 'kimpton', 'reward', 'club', 'get', 'free', 'wi', 'fi', 'access', 'annoy', 'least', 'pet', 'friendli', 'polici', 'room', 'smell', 'like', 'wet', 'dog', 'canin', 'guest', 'hall', 'kept', 'us', 'night', 'howl', 'perhap', 'dog', 'would', 'howl', 'less', 'hour', 'room', 'servic', 'faster', 'wait', 'hour', 'half', 'order', 'mean', 'get', 'dinner', 'want', 'pm', 'midnight', 'would', 'stay', 'view', 'locat', 'great', 'money', 'better', 'place', 'stay', 'chicago']"
